题目编号,章节,题目代码,问题,正确答案,选项 A,选项 B,选项 C,选项 D
LX,1.4.2,MC2-0100,关于我国业余无线电台分区号，业余分区号为 0 的省（自治区、直辖市）为：,AC,新疆,上海,西藏,重庆
LY0006,1.5.1,MC1-0105,合法设置、使用业余电台的必要步骤是：,D,经过业余无线电协会或无线电运动协会同意,经过所在单位或居委会批准,加入指定的业余无线电民间组织，并按其章程规定的办法办理申请手续,按照《业余无线电台管理办法》的规定向无线电管理机构提出申请，取得业余无线电台执照
LY0008,1.5.1,MC1-0106,业余无线电台的法定用途为：,B,供私家车主或者相应组织作为行车安全保障和途中消遣工具,用于相互通信、技术研究和自我训练,供公民在业余时间进行与个人生活事务有关的通信,供公民在业余时间进行休闲娱乐
LY0010,1.5.1,MC1-0107,申请设置使用配备有多台业余无线电发射设备的业余无线电台，应该：,D,视为一个业余电台，指配一个电台呼号，每个频段选择一台设备加以核定并将参数载入电台执照,每台设备视为一个业余电台，各指配一个电台呼号，并都应经过核定并将参数载入电台执照,视为一个业余电台，指配一个电台呼号，其中只需有一台设备加以核定并将参数载入电台执照,视为一个业余电台，指配一个电台呼号，但所有设备均应经过核定并将参数载入电台执照
LK0035,1.5.1,MC1-0108,业余中继台必备的技术措施为：,B,技术加密措施，防止未经设台人允许的业余无线电台启用中继,设专人负责监控和管理工作，配备有效的遥控手段，保证造成有害干扰时及时停止发射,设热备份系统，保证不间断工作,尽量提高发射功率，以便压制覆盖区内的其他强信号干扰
LK0036,1.5.1,MC1-0109,某团体依法设置了一部业余中继台。其正确做法是：,C,中继台是设台者出资建设和维护的，因此仅供经设置者允许的业余电台使用,为保证中继台正常运行，要求覆盖区内所有业余电台缴纳维护成本，否则不准使用,向其覆盖区域内的所有业余无线电台提供平等的服务，并将使用业余中继台所需的各项技术参数公开,中继台是设台者出资建设和维护的，因此仅供本团体成员优先使用，空闲时方供其他业余电台使用
LK0037,1.5.1,MC1-0110,选择 144MHz 或 430MHz 业余模拟调频中继台同频段收发频差的原则是：,D,采用经常变换频差的办法减少占用度,尽量采用非标准频差以阻止一般业余无线电台占用,可以在国家《无线电频率划分规定》所规定业余频率范围内任意选择,采用业余无线电标准频差，即 144MHz 频段 600kHz，430MHz 频段 5MHz
LY0038,1.5.1,MC2-0111,业余无线电台使用的无线电发射设备必须符合下列条件：,BD,自制、改装、拼装设备不受限制,自制、改装、拼装设备应符合国家标准和国家无线电管理规定，且无线电发射频率范围仅限于业余业务频段,国外商品设备符合国际流行技术标准即可,商品设备应依法取得型号核准，型号核准证载明的频率范围包含业余业务频段
LK0051,1.5.1,MC1-0112,“我不是业余无线电爱好者，申请设置业余电台只是为了行车方便，不需要遵守业余无线电的规范”。这种说法：,B,有一定道理，只要是遵守规定，业余电台也可以为非业余无线电爱好者所用,是错误的，也是不具备“熟悉无线电管理规定”设台条件的表现,很难说对错，业余电台的定义可以因人而异,有一定道理，既然行车通信有需求，法规管理应该迎合个人需求
LY0056,1.5.2,MC1-0113,某业余电台操作者听到业余专用频率上出现某种显然出自非业余电台的人为干扰发射，于是按下话筒向该发射者宣传无线电管理法规知识。对这种做法的评论应该是：,A,错误；违反“业余无线电台只能用于相互通信、技术研究和自我训练”规定,正确；抓机遇宣传法规，应该提倡,正确；但需注意态度耐心、用语文明,正确；但有干扰，不予提倡
LY0057,1.5.2,MC1-0114,在业余无线电台中转发广播电台、互联网聊天、电话通话、其他电台的联络信号，这类行为的性质是：,D,如果转发的目的是进行技术调试、用转发信号作为测试信号的话，就是正常行为,正确行为；既然可以联络，不必要限制向话筒送什么内容,不算错误但也不值得提倡,错误行为；违反“业余无线电台只能用于相互通信、技术研究和自我训练”规定，因为通信中产生信息的一方不是业余无线电台
LY0058,1.5.2,MC1-0115,业余电台在通信中为其他人或者单位、组织转达信息。对这种做法的评论应该是：,A,违法行为；违反“业余无线电台只能用于相互通信、技术研究和自我训练”的规定,只要转达信息是无偿的，就是合法行为,只要所转达的信息在内容上不违反《业余电台管理法规》的禁止规定就是合法行为,只要所转达的信息是有利于社会的公益信息，就是合法行为
LY0059,1.5.2,MC1-0116,某业余无线电协会在发射操作中向其会员播发公益性通知和技术训练讲座，但未得到相应无线电管理机构的批准。对这种做法的评论应该是：,B,只要所播发的通知或讲座有利于当地业余无线电应急通信训练，不能算违法行为,违法行为；违反“未经批准，业余无线电台不得以任何方式进行广播或者发射通播性质的信号”的规定,只要所播发的通知或讲座有利于当地业余无线电爱好者技术水平的提高，不能算违法行为,只要所播发的通知或讲座是涉及宣传业余电台管理知识的，不能算违法行为
LK0060,1.5.2,MC1-0117,关于业余无线电台在通信过程中使用的语言，正确的做法为：,D,可以使用虽然不是所有火腿通用、但在某些火腿圈子内部有一定可懂度的新编缩略语或暗语,语言要创新，可以使用自创的特殊缩略语，虽开始时象是暗语，用多了就会变明语,可提倡使用稀有语言或方言，尽量使特定通信对象以外的业余无线电台听不懂，以减少他台呼叫和插入的机会,任何时候都应当使用明语或者业余无线电领域公认的缩略语、简语
LK0063,1.5.2,MC1-0118,具备国家无线电管理机构规定的操作技术能力并具有法律规定有效证明文件、但还没有获准设置自己的业余电台的人是否可以到业余电台进行发射操作？答案是：,A,可以。使用所操作业余电台的呼号，由该业余电台的设台人对操作不妥而造成的有害干扰负责,不可以,青少年可以，成人不可以,可以。因为自己没有呼号，只能在通信中使用临时自编的呼号，或用姓名代替呼号
LY0064,1.5.2,MC3-0119,未取得相应业余无线电台执照或者相应操作技术能力的人员，为提高业余无线电台操作技术能力的需要，可以在他人依法设置的业余无线电台上进行发射操作实习。应遵守的条件是什么？,ABD,发射操作实习应当由业余无线电台设置、使用人或者其技术负责人现场监督指导,使用的频率范围和发射功率应当在 B 类业余无线电台操作技术能力验证证书确定的范围内,尚未取得关于具备操作技术能力有效证明文件的人任何情况下都不可以进行发射操作,使用的频率范围和发射功率不得超过现场监督指导人员依法取得的业余无线电台操作技术能力验证证书确定的范围
LK0065,1.5.2,MC1-0120,业余无线电台设置人应对其无线电发射设备担负的法定责任为：,C,应当确保其无线电发射设备达到最大发射功率，以克服其他无线电业务的干扰,应当确保其无线电发射设备随最先进型号更新，为其他业余电台树立求新的榜样,应当确保其无线电发射设备处于正常工作状态，避免对其他无线电业务造成有害干扰,应当确保其无线电发射设备经常处于工作状态，以提高业余频率的实际占用度
LK0066,1.5.2,MC1-0121,业余无线电爱好者使用业余无线电收信设备应遵守的规定为：,B,只要不造成对其他业务的无线电干扰，接收无线电信号没有限制,不得接收与业余业务和卫星业余业务无关的信号,只要出于个人对信息的兴趣而不涉及赢利，可以接收任何无线电信号,只要不被查出来，可以接收任何无线电信号
LK0067,1.5.2,MC1-0122,业余无线电爱好者无意接收到非业余业务和卫星业余业务的信息时，应遵守的规则为：,B,只可以用非无线电方式在业余无线电爱好者之间交流，不得以无线电方式转发,不得传播、公布,既然自己可以收到，别人也一定可以收到，当然可以传播、公布或者利用,只可以在业余无线电台间共享，不得在其他场合公开
LK0068,1.5.2,MC1-0123,业余无线电台是否可以发射从广播电台收到的信号、音像节目的录音，或者故意转送电台周围的声音？,A,不可以，不得发送与业余业务和卫星业余业务无关的信号,可以，用于提起其他有业余无线电台操作员精神，防止乏困,可以，用于显示自己发射设备的信号质量,可以，因为该类信息没有保密性
LK0069,1.5.2,MC1-0124,国家对于利用业余无线电台从事发布、传播违反法律或者公共道德的信息的行为的态度是：,A,禁止,不可以发布传播违法信息。但违反公共道德的信息属于道德问题，不鼓励就是了,不提倡,容忍
LK0070,1.5.2,MC1-0125,出租车安装业余电台并用来传递有关载客的信息，这种行为的性质是：,D,不太好，因为占用了其他业余电台通信的频率,只要不影响其他业余电台的正常通信就可以,只要管理部门不来查处就可以,违法行为，违反了严禁利用业余无线电台谋取商业利益的规定
LK0071,1.5.2,MC1-0126,利用业余无线电台通信来促销业余无线电产品或者推动与业余无线电活动有关的其他商业性活动，对这类行为的态度应该是：,B,只要是业余无线电民间组织是获利方，即使从事商业或其他营利活动，应支持,禁止,如果设台人或者设台单位本身是以这类经营为生的，应适当理解和容忍,不提倡但也不禁止，毕竟有利于业余无线电活动发展
